Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","4","Algérie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","4","Algérie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","25019","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","5421","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2511","Blé","2013","2013","Milliers de tonnes","-3079","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","10870","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2511","Blé","2013","2013","Milliers de tonnes","16491","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2511","Blé","2013","2013","Milliers de tonnes","7494","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2511","Blé","2013","2013","Milliers de tonnes","571","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2511","Blé","2013","2013","Milliers de tonnes","663","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5131","Traitement","2511","Blé","2013","2013","Milliers de tonnes","90","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5154","Autres Utilisations","2511","Blé","2013","2013","Milliers de tonnes","774","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","6900","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","83.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé","2013","2013","Kcal/personne/jour","654","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","21.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","2.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","407","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","-10","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","106","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","290","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5131","Traitement","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5154","Autres Utilisations","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","277","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","3.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","Kcal/personne/jour","35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","10344","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","1466","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2513","Orge","2013","2013","Milliers de tonnes","642","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","3552","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2513","Orge","2013","2013","Milliers de tonnes","8901","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2513","Orge","2013","2013","Milliers de tonnes","6598","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2513","Orge","2013","2013","Milliers de tonnes","247","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2513","Orge","2013","2013","Milliers de tonnes","243","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5131","Traitement","2513","Orge","2013","2013","Milliers de tonnes","1788","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge","2013","2013","Kcal/personne/jour","2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","4387","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","2465","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2514","Maïs","2013","2013","Milliers de tonnes","2165","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","1056","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2514","Maïs","2013","2013","Milliers de tonnes","7961","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2514","Maïs","2013","2013","Milliers de tonnes","6136","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2514","Maïs","2013","2013","Milliers de tonnes","63","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2514","Maïs","2013","2013","Milliers de tonnes","122","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5131","Traitement","2514","Maïs","2013","2013","Milliers de tonnes","626","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5154","Autres Utilisations","2514","Maïs","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","1003","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","12.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs","2013","2013","Kcal/personne/jour","86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","1.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","0.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","4689","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2515","Seigle","2013","2013","Milliers de tonnes","659","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2515","Seigle","2013","2013","Milliers de tonnes","205","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2515","Seigle","2013","2013","Milliers de tonnes","682","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2515","Seigle","2013","2013","Milliers de tonnes","4872","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2515","Seigle","2013","2013","Milliers de tonnes","3318","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2515","Seigle","2013","2013","Milliers de tonnes","58","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2515","Seigle","2013","2013","Milliers de tonnes","116","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5131","Traitement","2515","Seigle","2013","2013","Milliers de tonnes","586","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2515","Seigle","2013","2013","Milliers de tonnes","793","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2515","Seigle","2013","2013","kg","9.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2515","Seigle","2013","2013","Kcal/personne/jour","76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2515","Seigle","2013","2013","g/personne/jour","1.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2515","Seigle","2013","2013","g/personne/jour","0.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","628","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","323","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2516","Avoine","2013","2013","Milliers de tonnes","45","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","177","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","818","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","652","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2516","Avoine","2013","2013","Milliers de tonnes","20","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2516","Avoine","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","127","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","1.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2516","Avoine","2013","2013","Kcal/personne/jour","13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2517","Millet","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2517","Millet","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","0.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2517","Millet","2013","2013","Kcal/personne/jour","1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","35","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2518","Sorgho","2013","2013","Milliers de tonnes","34","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2518","Sorgho","2013","2013","Milliers de tonnes","34","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2690","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","298","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5072","Variation de stock","2520","Céréales, Autres","2013","2013","Milliers de tonnes","60","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5911","Exportations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","271","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2778","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2373","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5527","Semences","2520","Céréales, Autres","2013","2013","Milliers de tonnes","68","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","53","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5154","Autres Utilisations","2520","Céréales, Autres","2013","2013","Milliers de tonnes","228","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","56","S","Données standardisées"
"FBS","Bilans Alimentaires","79","Allemagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","79","Allemagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","972","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2511","Blé","2013","2013","Milliers de tonnes","-79","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5911","Exportations - Quantité","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2511","Blé","2013","2013","Milliers de tonnes","898","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5527","Semences","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5123","Pertes","2511","Blé","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5131","Traitement","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2511","Blé","2013","2013","Milliers de tonnes","874","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2511","Blé","2013","2013","kg","40.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","664","Disponibilité alimentaire (Kcal/personne/jour)","2511","Blé","2013","2013","Kcal/personne/jour","286","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","674","Disponibilité de protéines en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","8.67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2511","Blé","2013","2013","g/personne/jour","1.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","312","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5911","Exportations - Quantité","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","337","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5527","Semences","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5123","Pertes","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5154","Autres Utilisations","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","154","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","174","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2805","Riz (Eq Blanchi)","2013","2013","kg","8.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","664","Disponibilité alimentaire (Kcal/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","Kcal/personne/jour","82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","674","Disponibilité de protéines en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","1.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2805","Riz (Eq Blanchi)","2013","2013","g/personne/jour","0.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2513","Orge","2013","2013","Milliers de tonnes","99","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2513","Orge","2013","2013","Milliers de tonnes","99","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5131","Traitement","2513","Orge","2013","2013","Milliers de tonnes","99","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2513","Orge","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","664","Disponibilité alimentaire (Kcal/personne/jour)","2513","Orge","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","674","Disponibilité de protéines en quantité (g/personne/jour)","2513","Orge","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1549","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","852","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2514","Maïs","2013","2013","Milliers de tonnes","-870","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5911","Exportations - Quantité","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2514","Maïs","2013","2013","Milliers de tonnes","1531","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5521","Aliments pour animaux","2514","Maïs","2013","2013","Milliers de tonnes","270","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5527","Semences","2514","Maïs","2013","2013","Milliers de tonnes","58","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5123","Pertes","2514","Maïs","2013","2013","Milliers de tonnes","252","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5131","Traitement","2514","Maïs","2013","2013","Milliers de tonnes","118","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2514","Maïs","2013","2013","Milliers de tonnes","833","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2514","Maïs","2013","2013","kg","38.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","664","Disponibilité alimentaire (Kcal/personne/jour)","2514","Maïs","2013","2013","Kcal/personne/jour","338","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","674","Disponibilité de protéines en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","8.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2514","Maïs","2013","2013","g/personne/jour","3.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5911","Exportations - Quantité","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","645","Disponibilité alimentaire en quantité (kg/personne/an)","2516","Avoine","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","664","Disponibilité alimentaire (Kcal/personne/jour)","2516","Avoine","2013","2013","Kcal/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","674","Disponibilité de protéines en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2516","Avoine","2013","2013","g/personne/jour","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","7","Angola","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","39","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5611","Importations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5072","Variation de stock","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5911","Exportations - Quantité","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5301","Disponibilité intérieure","2517","Millet","2013","2013","Milliers de tonnes","39","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5527","Semences","2517","Millet","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5123","Pertes","2517","Millet","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5131","Traitement","2517","Millet","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","7","Angola","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","30","S","Données standardisées"
