Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FS","Données de la sécurité alimentaire","221","Oman","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","226","Ouganda","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","12.6","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","235","Ouzbékistan","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","2.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","165","Pakistan","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","38.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","180","Palaos","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","166","Panama","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","168","Papouasie-Nouvelle-Guinée","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","169","Paraguay","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","150","Pays-Bas","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.4","Moins de 400 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","170","Pérou","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","2.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","171","Philippines","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","14","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","173","Pologne","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<1","Moins de 1 million de personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","70","Polynésie française","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","177","Porto Rico","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","174","Portugal","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.3","Moins de 300 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","179","Qatar","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","212","République arabe syrienne","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","37","République centrafricaine","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","2.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","117","République de Corée","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<1.3","Moins de 1.3 million de personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","146","République de Moldova","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","250","République démocratique du Congo","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","120","République démocratique populaire lao","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","56","République dominicaine","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","116","République populaire démocratique de Corée","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","10.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","215","République-Unie de Tanzanie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","16.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","183","Roumanie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.5","Moins de 500 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","229","Royaume-Uni","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<1.6","Moins de 1.6 million de personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","184","Rwanda","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","3.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","189","Sainte-Lucie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","188","Saint-Kitts-et-Nevis","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","191","Saint-Vincent-et-les Grenadines","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","244","Samoa","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","5","Samoa américaines","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","193","Sao Tomé-et-Principe","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","195","Sénégal","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","272","Serbie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","196","Seychelles","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","197","Sierra Leone","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","200","Singapour","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","199","Slovaquie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.2","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","198","Slovénie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","201","Somalie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","276","Soudan","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","9.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","277","Soudan du Sud","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","38","Sri Lanka","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","2.4","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","210","Suède","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.2","Moins de 200 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","211","Suisse","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.2","Moins de 200 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","207","Suriname","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","208","Tadjikistan","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","39","Tchad","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","4.9","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","167","Tchéquie (la)","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.3","Moins de 300 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","299","Territoire palestinien occupé","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","216","Thaïlande","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","6.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","176","Timor-Leste","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","217","Togo","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","218","Tokélaou","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","219","Tonga","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","220","Trinité-et-Tobago","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","222","Tunisie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.5","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","213","Turkménistan","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.3","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","223","Turquie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<1.9","Moins de 1.9 million de personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","227","Tuvalu","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","NV","Non disponible"
"FS","Données de la sécurité alimentaire","230","Ukraine","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<1.1","Moins de 1.1 million de personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","234","Uruguay","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","155","Vanuatu","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","","<0.1","Moins de 100 000 personnes sont sous-alimentées"
"FS","Données de la sécurité alimentaire","236","Venezuela (République bolivarienne du)","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.8","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","237","Viet Nam","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","11.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","249","Yémen","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","7.1","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","251","Zambie","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","7","F","Estimation FAO"
"FS","Données de la sécurité alimentaire","181","Zimbabwe","6132","Valeur","21001","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","6.7","F","Estimation FAO"
